painting_id,feature,x,y,width,height,color,rgb
b128,v-line,444,0,17,984,black,#000000
b128,v-line,831,0,17,1030,black,#000000
b128,v-line,86,553,17,471,black,#000000
b128,v-line,726,1001,17,29,black,#000000
b128,h-line,0,22,444,17,black,#000000
b128,h-line,848,78,152,17,black,#000000
b128,h-line,848,404,148,17,black,#000000
b128,h-line,0,536,1000,17,black,#000000
b128,h-line,103,816,341,17,black,#000000
b128,h-line,103,984,728,17,black,#000000
b128,end-gap,86,1024,17,6,white,#c9d9ea
b128,end-gap,996,404,4,17,white,#d3e0f0
b129,rect,0,0,436,30,red,#e4553f
b129,rect,452,0,538,514,gray,#e0e2ec
b129,rect,0,46,16,724,white,#f6f9f9
b129,rect,32,46,404,519,white,#fdfdfe
b129,rect,452,530,372,240,black,#191917
b129,rect,840,530,64,240,white,#edf2fc
b129,rect,920,530,70,430,yellow,#fdfa5f
b129,rect,32,579,404,191,white,#fbfdfe
b129,rect,0,786,160,224,blue,#324d79
b129,rect,176,786,260,224,gray,#e4eaf4
b129,rect,452,786,452,205,white,#f6f9fb
b129,rect,920,976,70,34,black,#1a1b19
b129,rect,452,1007,452,3,white,#f2f2f0
b129,v-line,436,0,16,1010,black,#000000
b129,v-line,16,46,16,724,black,#000000
b129,v-line,824,530,16,240,black,#000000
b129,v-line,904,530,16,480,black,#000000
b129,v-line,160,786,16,209,black,#000000
b129,h-line,0,30,436,16,black,#000000
b129,h-line,452,514,538,16,black,#000000
b129,h-line,32,565,404,14,black,#000000
b129,h-line,0,770,904,16,black,#000000
b129,h-line,920,960,70,16,black,#000000
b129,h-line,452,991,452,16,black,#000000
b129,end-gap,160,995,16,15,none,#324d79
b130,rect,0,0,140,67,gray,#c3cfd7
b130,rect,151,0,214,67,white,#d9dede
b130,rect,376,0,177,67,yellow,#ead028
b130,rect,564,0,31,443,gray,#cad5df
b130,rect,0,78,65,138,white,#dce2e0
b130,rect,76,78,289,288,red,#cc2314
b130,rect,376,78,177,138,yellow,#e9d13a
b130,rect,0,227,65,216,gray,#c6d3da
b130,rect,376,227,83,139,white,#dde3e3
b130,rect,470,227,83,139,white,#e1e5e5
b130,rect,76,377,144,66,black,#070604
b130,rect,231,377,134,66,gray,#bdc7cb
b130,rect,376,377,177,66,white,#dde5e5
b130,rect,0,454,65,141,yellow,#d8bb06
b130,rect,76,454,144,62,black,#070806
b130,rect,231,454,134,62,gray,#bfc7ce
b130,rect,376,454,177,101,blue,#2f4e78
b130,rect,564,454,31,141,red,#bb261b
b130,rect,76,527,144,68,gray,#c9cfce
b130,rect,231,527,134,28,black,#0c0c0c
b130,rect,231,566,322,29,gray,#cfd3d2
b130,v-line,365,14,11,541,black,#000000
b130,v-line,140,17,11,50,black,#000000
b130,v-line,553,24,11,557,black,#000000
b130,v-line,65,78,11,498,black,#000000
b130,v-line,459,227,11,139,black,#000000
b130,v-line,220,377,11,207,black,#000000
b130,h-line,15,67,538,11,black,#000000
b130,h-line,16,216,49,11,black,#000000
b130,h-line,376,216,177,11,black,#000000
b130,h-line,76,366,477,11,black,#000000
b130,h-line,12,443,583,11,black,#000000
b130,h-line,76,516,289,11,black,#000000
b130,h-line,231,555,322,11,black,#000000
b130,end-gap,140,0,11,17,none,#c3cfd7
b130,end-gap,553,0,11,24,none,#ead028
b130,end-gap,0,67,15,11,none,#dce2e0
b130,end-gap,0,443,12,11,none,#d8bb06
b130,end-gap,553,581,11,14,none,#bb261b
b130,end-gap,220,584,11,11,none,#c9cfce
b130,end-gap,365,0,5,14,white,#d9dede
b130,end-gap,370,0,6,14,yellow,#ead028
b130,end-gap,65,576,5,19,yellow,#d8bb06
b130,end-gap,70,576,6,19,gray,#c9cfce
b130,end-gap,0,216,16,5,white,#dce2e0
b130,end-gap,0,221,16,6,gray,#c6d3da
b131,rect,0,0,158,87,white,#eaeae6
b131,rect,170,0,183,165,red,#de3a26
b131,rect,363,0,17,360,white,#f0f1e9
b131,rect,0,99,158,66,white,#eff0ec
b131,rect,0,177,158,235,yellow,#fae218
b131,rect,170,177,124,183,black,#111112
b131,rect,306,177,47,183,white,#eaedea
b131,rect,170,372,124,40,white,#dfe2e0
b131,rect,306,372,74,108,blue,#254988
b131,rect,0,424,294,56,gray,#c7c9c9
b131,v-line,158,19,12,393,black,#000000
b131,v-line,353,20,10,340,black,#000000
b131,v-line,294,177,12,287,black,#000000
b131,h-line,12,87,146,12,black,#000000
b131,h-line,0,165,353,12,black,#000000
b131,h-line,170,360,206,12,black,#000000
b131,h-line,17,412,277,12,black,#000000
b131,end-gap,158,0,12,19,none,#de3a26
b131,end-gap,353,0,10,20,none,#de3a26
b131,end-gap,0,87,12,12,none,#eaeae6
b131,end-gap,376,360,4,12,none,#f0f1e9
b131,end-gap,0,412,17,12,none,#fae218
b131,end-gap,294,464,12,16,none,#254988
b132,rect,0,0,218,94,white,#dce7fe
b132,rect,236,0,288,61,red,#da4f2e
b132,rect,236,77,288,382,gray,#b9c5d3
b132,rect,0,110,218,32,white,#e0f1fd
b132,rect,0,158,19,380,blue,#3d5e8a
b132,rect,35,158,183,301,blue,#41618d
b132,rect,35,477,183,61,blue,#446590
b132,rect,236,477,288,180,white,#e6f4fd
b132,rect,0,554,19,131,gray,#b0bfcf
b132,rect,35,554,183,131,gray,#b6c1d2
b132,rect,236,675,179,85,black,#181818
b132,rect,431,675,93,85,yellow,#e1d646
b132,rect,0,703,218,57,gray,#bbc5db
b132,v-line,218,0,18,760,black,#000000
b132,v-line,19,158,16,527,black,#000000
b132,v-line,415,675,16,85,black,#000000
b132,h-line,236,61,288,16,black,#000000
b132,h-line,0,94,218,16,black,#000000
b132,h-line,0,142,218,16,black,#000000
b132,h-line,35,459,474,18,black,#000000
b132,h-line,6,538,212,16,black,#000000
b132,h-line,236,657,281,18,black,#000000
b132,h-line,0,685,218,18,black,#000000
b132,end-gap,509,459,15,18,none,#b9c5d3
b132,end-gap,0,538,6,16,none,#3d5e8a
b132,end-gap,517,657,7,18,none,#e6f4fd
b133,rect,0,0,209,42,red,#e0432b
b133,rect,362,0,130,267,white,#f0eff0
b133,rect,223,10,124,257,white,#f0eff0
b133,rect,0,58,209,209,white,#f6f5f5
b133,rect,0,283,56,209,white,#f0f0f2
b133,rect,70,283,139,48,black,#121414
b133,rect,223,283,124,155,white,#f8f8f9
b133,rect,362,283,130,209,blue,#223f7d
b133,rect,70,347,139,91,yellow,#fefa43
b133,rect,70,454,277,38,white,#f3f3f4
b133,h-line,0,42,209,16,black,#000000
b133,h-line,0,267,492,16,black,#000000
b133,h-line,70,331,139,16,black,#000000
b133,h-line,70,438,277,16,black,#000000
b133,v-line,209,0,14,438,black,#000000
b133,v-line,347,0,15,492,black,#000000
b133,v-line,56,283,14,205,black,#000000
b133,h-line,223,0,124,10,black,#000000
b133,end-gap,56,488,14,4,white,#f2f2f3
b134,rect,0,0,70,31,blue,#1f3a6e
b134,rect,82,0,266,83,white,#fdfdfd
b134,rect,0,45,70,92,white,#f7f9f7
b134,rect,82,97,249,239,white,#fefefe
b134,rect,343,97,5,239,yellow,#ddd137
b134,rect,0,151,70,185,white,#f9fcf9
b134,rect,9,348,202,32,red,#d41814
b134,rect,223,348,125,32,white,#f5f8f5
b134,h-line,8,31,62,14,black,#000000
b134,h-line,82,83,266,14,black,#000000
b134,h-line,0,336,348,12,black,#000000
b134,v-line,70,12,12,324,black,#000000
b134,v-line,331,97,12,239,black,#000000
b134,v-line,0,348,9,28,black,#000000
b134,v-line,211,348,12,31,black,#000000
b134,h-line,9,137,61,14,black,#000000
b134,end-gap,70,0,12,12,none,#1f3a6e
b134,end-gap,0,31,8,14,none,#1f3a6e
b134,end-gap,0,376,9,4,none,#d41814
b134,end-gap,211,379,12,1,none,#d41814
b134,end-gap,0,137,9,14,white,#f8fbf8
b135,rect,0,0,126,48,white,#e8e8f0
b135,rect,142,0,205,48,blue,#324c88
b135,rect,0,60,6,109,black,#030303
b135,rect,16,60,249,249,white,#f6f4fe
b135,rect,279,60,68,291,gray,#d7dbe8
b135,rect,0,181,6,128,yellow,#e5cd53
b135,rect,0,325,265,65,gray,#ced0d7
b135,rect,279,365,68,25,red,#b83b09
b135,h-line,0,48,336,12,black,#000000
b135,h-line,0,169,6,12,black,#000000
b135,h-line,279,351,60,14,black,#000000
b135,v-line,126,2,16,46,black,#000000
b135,v-line,6,60,10,249,black,#000000
b135,v-line,265,60,14,318,black,#000000
b135,h-line,0,309,265,16,black,#000000
b135,end-gap,126,0,16,2,none,#e8e8f0
b135,end-gap,336,48,11,12,none,#d7dbe8
b135,end-gap,339,351,8,14,none,#b83b09
b135,end-gap,265,378,14,12,none,#b83b09
b136,rect,0,0,112,138,blue,#49427c
b136,rect,122,0,345,14,white,#fefefe
b136,rect,478,0,12,71,black,#262425
b136,rect,122,27,345,338,white,#ffffff
b136,rect,478,81,12,284,yellow,#fff952
b136,rect,0,150,112,138,white,#ffffff
b136,rect,0,302,112,108,white,#ffffff
b136,rect,122,376,180,34,red,#e97456
b136,rect,313,376,177,34,black,#272729
b136,h-line,122,14,345,13,black,#000000
b136,h-line,0,138,112,12,black,#000000
b136,h-line,21,288,91,14,black,#000000
b136,v-line,467,0,11,365,black,#000000
b136,v-line,302,376,11,34,black,#000000
b136,h-line,478,71,12,10,black,#000000
b136,h-line,122,365,368,11,black,#000000
b136,v-line,112,0,10,398,black,#000000
b136,end-gap,0,288,21,14,none,#ffffff
b136,end-gap,112,398,5,12,white,#ffffff
b136,end-gap,117,398,5,12,red,#e97456
b137,rect,0,0,112,142,red,#e54432
b137,rect,123,0,339,15,white,#f3f5f5
b137,rect,473,0,13,203,white,#f3f5f5
b137,rect,123,26,339,350,gray,#efeff1
b137,rect,0,155,112,136,white,#f8f8f8
b137,rect,473,215,13,161,blue,#334a7d
b137,rect,0,304,112,115,gray,#f1f1f1
b137,rect,123,386,198,33,yellow,#fdfd8c
b137,rect,331,386,155,33,black,#242726
b137,v-line,112,5,11,407,black,#000000
b137,v-line,462,7,11,369,black,#000000
b137,h-line,123,15,339,11,black,#000000
b137,h-line,9,142,103,13,black,#000000
b137,h-line,473,203,13,12,black,#000000
b137,h-line,14,291,98,13,black,#000000
b137,h-line,123,376,363,10,black,#000000
b137,v-line,321,386,10,33,black,#000000
b137,end-gap,112,0,11,5,none,#e54432
b137,end-gap,462,0,11,7,none,#f3f5f5
b137,end-gap,0,142,9,13,none,#f8f8f8
b137,end-gap,0,291,14,13,none,#f8f8f8
b137,end-gap,112,412,11,7,none,#f1f1f1
b138,rect,0,0,114,138,blue,#0f168b
b138,rect,125,0,354,12,white,#e7f0ed
b138,rect,489,0,11,368,yellow,#f3de5f
b138,rect,125,22,354,346,gray,#dde7ec
b138,rect,0,153,114,136,white,#e8edf0
b138,rect,0,301,114,119,white,#e8edf0
b138,rect,125,380,185,40,red,#fd0901
b138,rect,322,380,178,40,black,#000000
b138,v-line,479,5,10,363,black,#000000
b138,v-line,114,6,11,399,black,#000000
b138,h-line,125,12,354,10,black,#000000
b138,h-line,6,138,108,15,black,#000000
b138,h-line,22,289,92,12,black,#000000
b138,h-line,125,368,375,12,black,#000000
b138,v-line,310,380,12,40,black,#000000
b138,end-gap,114,0,11,6,none,#0f168b
b138,end-gap,479,0,10,5,none,#e7f0ed
b138,end-gap,0,138,6,15,none,#0f168b
b138,end-gap,0,289,22,12,none,#e8edf0
b138,end-gap,114,405,11,15,none,#fd0901
b139,rect,0,0,96,241,yellow,#fdf54b
b139,rect,109,0,199,15,white,#f5f3f1
b139,rect,321,0,164,15,black,#131213
b139,rect,493,0,7,393,gray,#707075
b139,rect,109,27,376,366,white,#fefefe
b139,rect,0,255,96,124,white,#fcfdfa
b139,rect,6,392,90,8,red,#e1383b
b139,h-line,109,15,376,12,black,#000000
b139,v-line,308,0,13,15,black,#000000
b139,v-line,485,0,8,400,black,#000000
b139,v-line,96,3,13,397,black,#000000
b139,h-line,5,241,91,14,black,#000000
b139,h-line,6,379,90,13,black,#000000
b139,h-line,109,393,391,7,black,#000000
b139,rect,0,392,6,8,white,#fcfdfa
b139,end-gap,96,0,13,3,none,#fdf54b
b139,end-gap,0,241,5,7,yellow,#fdf54b
b139,end-gap,0,248,5,7,white,#fcfdfa
b139,end-gap,0,379,6,13,white,#fcfdfa
b141,rect,0,0,117,137,white,#f1f0f0
b141,rect,129,0,335,21,blue,#315087
b141,rect,475,0,10,376,white,#ebecec
b141,rect,129,32,335,344,white,#edefef
b141,rect,0,150,117,119,white,#f1f0f0
b141,rect,0,282,20,138,yellow,#e5df4e
b141,rect,32,282,85,138,yellow,#e5df4e
b141,rect,129,387,164,33,white,#ebebeb
b141,rect,304,387,160,33,red,#d6311a
b141,rect,475,387,10,33,black,#0e1111
b141,h-line,129,21,335,11,black,#000000
b141,h-line,8,137,109,13,black,#000000
b141,h-line,4,269,113,13,black,#000000
b141,v-line,117,0,12,412,black,#000000
b141,v-line,464,0,11,420,black,#000000
b141,v-line,20,282,12,126,black,#000000
b141,v-line,293,387,11,31,black,#000000
b141,h-line,129,376,356,11,black,#000000
b141,end-gap,0,137,8,13,none,#f1f0f0
b141,end-gap,0,269,4,13,none,#f1f0f0
b141,end-gap,20,408,12,12,none,#e5df4e
b141,end-gap,293,418,11,2,none,#d6311a
b141,end-gap,117,412,6,8,yellow,#e5df4e
b141,end-gap,123,412,6,8,white,#ebebeb
b142,rect,0,0,129,205,blue,#315da0
b142,rect,145,0,202,11,gray,#d8d7d2
b142,rect,363,0,132,11,red,#ef2619
b142,rect,145,27,202,178,white,#fdfef9
b142,rect,363,27,132,178,white,#fcfcf7
b142,rect,0,219,425,494,white,#fdfefa
b142,rect,441,219,44,317,yellow,#ffff15
b142,rect,441,552,54,238,black,#0f0e0c
b142,rect,10,727,228,63,white,#fefffe
b142,rect,250,727,175,63,white,#fefefd
b142,v-line,425,219,16,571,black,#000000
b142,v-line,238,727,12,63,black,#000000
b142,h-line,145,11,350,16,black,#000000
b142,h-line,0,205,495,14,black,#000000
b142,h-line,441,536,54,16,black,#000000
b142,h-line,0,713,425,14,black,#000000
b142,v-line,129,0,16,205,black,#000000
b142,v-line,347,0,16,205,black,#000000
b142,v-line,485,219,10,317,black,#000000
b142,v-line,0,727,10,63,black,#000000
b143,rect,0,0,76,225,yellow,#fffc42
b143,rect,89,0,230,6,white,#fcfcfd
b143,rect,332,0,156,132,white,#faf9f9
b143,rect,501,0,32,132,white,#faf9f9
b143,rect,89,22,230,203,white,#fcfcfd
b143,rect,332,148,156,77,white,#fcfbf9
b143,rect,501,148,32,77,white,#fbfaf9
b143,rect,0,239,319,306,white,#fcfdfc
b143,rect,332,239,201,92,blue,#3b4880
b143,rect,332,347,201,206,blue,#3b4880
b143,h-line,89,6,230,16,black,#000000
b143,h-line,332,132,201,16,black,#000000
b143,h-line,2,225,531,14,black,#000000
b143,h-line,332,331,194,16,black,#000000
b143,v-line,319,0,13,553,black,#000000
b143,v-line,76,3,13,222,black,#000000
b143,v-line,488,7,13,218,black,#000000
b143,h-line,0,545,319,8,black,#000000
b143,end-gap,76,0,13,3,none,#fcfcfd
b143,end-gap,488,0,13,7,none,#faf9f9
b143,end-gap,526,331,7,16,none,#3b4880
b143,end-gap,0,225,2,7,yellow,#fffc42
b143,end-gap,0,232,2,7,white,#fcfdfc
b144,rect,0,0,88,144,gray,#dce4e9
b144,rect,99,0,393,18,white,#f9f9f9
b144,rect,503,0,31,18,yellow,#f8f16a
b144,rect,99,29,393,381,red,#f24131
b144,rect,503,29,31,279,gray,#e9ebed
b144,rect,0,157,88,253,white,#f9fbfb
b144,rect,503,321,31,89,white,#f0f2f4
b144,rect,0,421,88,119,gray,#dbe4eb
b144,rect,99,421,199,83,gray,#e5eaec
b144,rect,311,421,181,96,white,#f8f9f9
b144,rect,503,421,31,119,blue,#4271a8
b144,rect,99,515,199,25,black,#141414
b144,rect,311,528,181,12,white,#f5f8f8
b144,v-line,492,5,11,535,black,#000000
b144,v-line,88,7,11,523,black,#000000
b144,v-line,298,421,13,119,black,#000000
b144,h-line,99,18,435,11,black,#000000
b144,h-line,0,144,88,13,black,#000000
b144,h-line,503,308,31,13,black,#000000
b144,h-line,3,410,531,11,black,#000000
b144,h-line,99,504,199,11,black,#000000
b144,h-line,311,517,181,11,black,#000000
b144,end-gap,88,0,11,7,none,#dce4e9
b144,end-gap,492,0,11,5,none,#f8f16a
b144,end-gap,0,410,3,11,none,#dbe4eb
b144,end-gap,88,530,5,10,gray,#dbe4eb
b144,end-gap,93,530,6,10,black,#141414
b145,rect,0,0,153,69,blue,#445467
b145,rect,165,0,207,6,white,#fdfdfd
b145,rect,384,0,134,69,white,#fdfdfd
b145,rect,530,0,10,69,yellow,#ece962
b145,rect,165,18,207,51,white,#fdfdfd
b145,rect,0,81,27,174,white,#fafafb
b145,rect,27,81,19,174,black,#201f1f
b145,rect,60,81,458,433,white,#fefefe
b145,rect,530,81,10,433,white,#fdfdfd
b145,rect,0,267,46,263,white,#fffefe
b145,rect,60,524,480,6,red,#d54335
b145,v-line,153,0,12,69,black,#000000
b145,v-line,372,3,12,66,black,#000000
b145,v-line,518,11,12,503,black,#000000
b145,h-line,165,6,207,12,black,#000000
b145,h-line,0,69,540,12,black,#000000
b145,h-line,0,255,46,12,black,#000000
b145,v-line,46,81,14,446,black,#000000
b145,h-line,60,514,480,10,black,#000000
b145,end-gap,372,0,12,3,none,#fdfdfd
b145,end-gap,518,0,12,11,none,#ece962
b145,end-gap,46,527,14,3,none,#fffefe
b146,rect,0,0,211,49,white,#ececec
b146,rect,226,0,190,49,yellow,#f8f473
b146,rect,429,0,105,126,black,#1b2023
b146,rect,0,63,31,188,white,#ececec
b146,rect,46,63,370,367,white,#fafafb
b146,rect,429,141,105,374,white,#f5f5f5
b146,rect,0,266,31,164,blue,#13468d
b146,rect,0,443,416,113,gray,#dfdfe0
b146,rect,429,530,105,26,red,#bc4e29
b146,v-line,416,0,13,546,black,#000000
b146,h-line,13,49,403,14,black,#000000
b146,h-line,429,126,105,15,black,#000000
b146,h-line,0,251,31,15,black,#000000
b146,h-line,11,430,405,13,black,#000000
b146,h-line,429,515,101,15,black,#000000
b146,v-line,211,5,15,44,black,#000000
b146,v-line,31,63,15,367,black,#000000
b146,end-gap,211,0,15,5,none,#ececec
b146,end-gap,416,546,13,10,none,#bc4e29
b146,end-gap,0,49,13,14,white,#ececec
b146,end-gap,0,430,11,6,blue,#13468d
b146,end-gap,0,436,11,7,gray,#dfdfe0
b146,end-gap,530,515,4,7,white,#f5f5f5
b146,end-gap,530,522,4,8,red,#bc4e29
b147,rect,0,0,82,15,red,#bb282a
b147,rect,94,0,175,15,black,#1a1a1a
b147,rect,282,0,62,184,white,#eff5f5
b147,rect,358,0,32,184,yellow,#f9ec3c
b147,rect,0,30,269,154,white,#f1f6f5
b147,rect,0,196,269,305,white,#f5f9f9
b147,rect,282,196,108,281,white,#f5f9f9
b147,rect,282,489,108,12,gray,#51575a
b147,v-line,269,0,13,501,black,#000000
b147,h-line,0,15,269,15,black,#000000
b147,h-line,0,184,390,12,black,#000000
b147,h-line,282,477,108,12,black,#000000
b147,v-line,82,0,12,15,black,#000000
b147,v-line,344,11,14,173,black,#000000
b147,end-gap,344,0,7,11,white,#eff5f5
b147,end-gap,351,0,7,11,yellow,#f9ec3c
b150,rect,0,0,277,22,white,#f5f7f5
b150,rect,293,0,197,184,white,#f7f7f7
b150,rect,507,0,28,18,blue,#30518f
b150,rect,507,35,28,149,white,#f6f6f6
b150,rect,0,39,105,145,yellow,#f8ec2b
b150,rect,122,39,155,145,black,#0c0c0d
b150,rect,0,201,277,339,white,#f6f6f6
b150,rect,293,201,197,164,white,#f7f8f7
b150,rect,507,201,28,164,red,#ea321b
b150,rect,293,382,242,158,white,#f2f2f1
b150,v-line,277,0,16,540,black,#000000
b150,v-line,490,0,17,365,black,#000000
b150,v-line,105,39,17,145,black,#000000
b150,h-line,507,18,28,17,black,#000000
b150,h-line,10,22,267,17,black,#000000
b150,h-line,0,184,535,17,black,#000000
b150,h-line,293,365,242,17,black,#000000
b150,end-gap,0,22,10,17,none,#f8ec2b
b159,rect,0,0,13,70,blue,#44669e
b159,rect,27,0,319,70,white,#ffffff
b159,rect,360,0,75,70,yellow,#fdfc12
b159,rect,0,84,346,333,white,#fefefe
b159,rect,360,84,75,77,black,#0b0b0a
b159,rect,360,175,75,242,white,#fdfdfd
b159,rect,0,431,346,54,white,#fdfdfb
b159,rect,360,431,75,54,red,#d8120e
b159,v-line,13,0,14,70,black,#000000
b159,v-line,346,0,14,485,black,#000000
b159,h-line,0,70,435,14,black,#000000
b159,h-line,360,161,75,14,black,#000000
b159,h-line,0,417,435,14,black,#000000
b160,rect,0,0,181,40,white,#f9f9f7
b160,rect,198,0,181,40,yellow,#fcf42e
b160,rect,393,0,22,40,white,#f8f8f4
b160,rect,0,55,379,408,white,#fdfdfb
b160,rect,393,55,22,71,red,#cd3d2e
b160,rect,393,140,22,87,black,#191917
b160,rect,393,241,22,222,white,#f7f8f6
b160,rect,0,477,19,13,black,#1e1f1d
b160,rect,33,477,346,13,blue,#555a8c
b160,rect,393,477,22,13,blue,#555a8c
b160,v-line,379,0,14,490,black,#000000
b160,v-line,19,477,14,13,black,#000000
b160,h-line,0,40,415,15,black,#000000
b160,h-line,393,126,22,14,black,#000000
b160,h-line,393,227,22,14,black,#000000
b160,h-line,0,463,415,14,black,#000000
b160,v-line,181,0,17,40,black,#000000
b162,rect,0,0,11,58,yellow,#faf035
b162,rect,27,0,316,58,white,#fefdfc
b162,rect,357,0,68,58,black,#151515
b162,rect,0,75,343,344,white,#ffffff
b162,rect,357,75,68,76,red,#d02720
b162,rect,357,170,68,249,white,#fefefe
b162,rect,0,435,343,55,white,#fefefe
b162,rect,357,435,68,55,blue,#254281
b162,v-line,343,0,14,490,black,#000000
b162,h-line,0,58,425,17,black,#000000
b162,h-line,357,151,68,19,black,#000000
b162,h-line,0,419,425,16,black,#000000
b162,v-line,11,0,16,58,black,#000000
b163,rect,0,0,29,64,red,#d4301f
b163,rect,44,0,275,64,white,#fdfdfd
b163,rect,332,0,13,64,black,#20201f
b163,rect,0,78,29,170,white,#fbfcf7
b163,rect,44,78,301,285,white,#fefefe
b163,rect,0,266,29,97,blue,#3c5994
b163,rect,0,376,29,9,white,#fefefe
b163,rect,44,376,301,9,yellow,#f9f02e
b163,v-line,29,0,15,385,black,#000000
b163,h-line,0,64,345,14,black,#000000
b163,h-line,0,248,29,18,black,#000000
b163,h-line,0,363,345,13,black,#000000
b163,v-line,319,0,13,64,black,#000000
b170,rect,0,0,131,85,white,#f2f2f1
b170,rect,148,0,360,85,white,#f1f1f0
b170,rect,0,103,131,376,white,#f2f2f1
b170,rect,148,103,351,376,white,#f2f3f0
b170,rect,0,497,131,11,red,#d9141e
b170,rect,148,497,360,11,white,#f1f1ee
b170,h-line,0,85,508,18,black,#000000
b170,h-line,2,479,506,18,black,#000000
b170,v-line,131,0,17,508,black,#000000
b170,v-line,499,103,9,376,black,#000000
b170,end-gap,0,479,2,9,white,#f2f2f1
b170,end-gap,0,488,2,9,red,#d9141e
b172,rect,0,0,255,64,white,#ffffff
b172,rect,268,0,32,64,white,#fefdff
b172,rect,0,78,255,276,white,#ffffff
b172,rect,268,78,32,61,white,#ffffff
b172,rect,268,156,32,198,white,#fdfdfd
b172,rect,0,368,255,32,white,#fafafb
b172,rect,268,368,32,32,red,#c43a2f
b172,v-line,255,0,13,400,black,#000000
b172,h-line,0,64,300,14,black,#000000
b172,h-line,268,139,32,17,black,#000000
b172,h-line,0,354,300,14,black,#000000
b182,rect,0,0,68,65,white,#f7f8f5
b182,rect,76,0,269,65,yellow,#f1d72f
b182,rect,0,75,68,139,red,#d10b21
b182,rect,76,75,269,277,white,#fcfbf9
b182,rect,0,224,68,128,white,#f0f0f6
b182,rect,0,361,68,19,white,#edebf1
b182,rect,76,361,128,19,white,#edebf1
b182,rect,213,361,132,19,blue,#3d4272
b182,v-line,68,0,8,380,black,#000000
b182,h-line,0,65,345,10,black,#000000
b182,h-line,0,214,68,10,black,#000000
b182,h-line,0,352,345,9,black,#000000
b182,v-line,204,361,9,19,black,#000000
b183,rect,0,0,263,89,gray,#ebeee7
b183,rect,271,0,79,89,blue,#1d4e84
b183,rect,0,97,263,266,white,#fcfdf6
b183,rect,271,97,79,285,gray,#e7e7e0
b183,rect,0,371,48,11,gray,#c5c1bb
b183,rect,56,371,207,11,black,#272621
b183,v-line,263,0,8,382,black,#000000
b183,v-line,48,371,8,11,black,#000000
b183,h-line,0,89,350,8,black,#000000
b183,h-line,0,363,263,8,black,#000000
b185,rect,0,0,115,119,blue,#1f568c
b185,rect,123,0,353,12,white,#eeefe7
b185,rect,484,0,19,350,white,#eaebe6
b185,rect,123,20,353,351,white,#f1f1e9
b185,rect,0,127,115,132,white,#f1f1e9
b185,rect,0,267,115,131,white,#ebece9
b185,rect,484,360,19,38,red,#e91912
b185,rect,123,379,140,19,yellow,#f5ef3c
b185,rect,273,379,203,19,white,#edeee7
b185,v-line,115,0,8,398,black,#000000
b185,v-line,476,0,8,398,black,#000000
b185,h-line,123,12,353,8,black,#000000
b185,h-line,0,119,115,8,black,#000000
b185,h-line,0,259,115,8,black,#000000
b185,h-line,484,350,19,10,black,#000000
b185,h-line,123,371,353,8,black,#000000
b185,v-line,263,379,10,19,black,#000000
b187,rect,0,0,65,63,red,#e62a2c
b187,rect,73,0,277,63,white,#f5f6f6
b187,rect,0,71,65,208,white,#f7f8f8
b187,rect,73,71,277,283,white,#f9fbfb
b187,rect,0,287,65,67,yellow,#fbfb73
b187,rect,0,362,65,18,white,#ecefec
b187,rect,73,362,144,18,white,#eeefef
b187,rect,225,362,125,18,blue,#2c598d
b187,v-line,65,0,8,380,black,#000000
b187,v-line,217,362,8,18,black,#000000
b187,h-line,0,63,350,8,black,#000000
b187,h-line,0,279,65,8,black,#000000
b187,h-line,0,354,350,8,black,#000000
b188,rect,0,0,109,82,red,#f12319
b188,rect,119,0,392,82,white,#ffffff
b188,rect,0,92,109,97,red,#f12319
b188,rect,119,92,365,372,white,#fdfdfe
b188,rect,492,92,19,372,yellow,#fef83f
b188,rect,0,203,109,308,white,#fdfdfe
b188,rect,119,474,192,37,blue,#255b9b
b188,rect,326,474,185,37,white,#ffffff
b188,v-line,109,0,10,511,black,#000000
b188,v-line,484,92,8,372,black,#000000
b188,h-line,6,82,505,10,black,#000000
b188,h-line,3,189,106,14,black,#000000
b188,h-line,119,464,392,10,black,#000000
b188,v-line,311,474,15,37,black,#000000
b188,end-gap,0,82,6,10,none,#f12319
b188,end-gap,0,189,3,14,none,#fdfdfe
b189,rect,0,0,439,121,white,#ffffff
b189,rect,449,0,111,121,black,#1a1a1a
b189,rect,0,131,439,406,white,#feffff
b189,rect,449,131,111,429,gray,#f3f3f3
b189,rect,0,547,79,13,gray,#eaebea
b189,rect,94,547,345,13,red,#f4483f
b189,h-line,0,121,560,10,black,#000000
b189,h-line,10,537,429,10,black,#000000
b189,v-line,439,0,10,560,black,#000000
b189,v-line,79,547,15,13,black,#000000
b189,end-gap,0,537,10,10,none,#eaebea
b190,rect,0,0,82,135,red,#f00705
b190,rect,91,0,309,135,white,#f6f7f8
b190,rect,0,144,82,283,white,#f8f9fb
b190,rect,91,144,309,407,white,#f7f7f8
b190,rect,0,436,82,115,yellow,#f8f413
b190,rect,0,560,82,50,white,#f2f3f4
b190,rect,91,560,246,50,white,#f1f2f4
b190,rect,348,560,52,50,blue,#2e599b
b190,v-line,82,0,9,610,black,#000000
b190,h-line,0,135,400,9,black,#000000
b190,h-line,0,427,82,9,black,#000000
b190,h-line,0,551,400,9,black,#000000
b190,v-line,337,560,11,50,black,#000000
