scheduled,actual,carrier,flight,tailnum,origin,dest,air_time,distance
"10/12/2023, 09:12","10/12/2023, 09:13",9E,1510,N300PQ,ATL,MGM,36,147
"05/22/2023, 15:40","05/22/2023, 15:34",DL,941,N3732J,ATL,MEM,52,332
"11/30/2023, 10:15","11/30/2023, 10:16",DL,433,N552NW,ATL,RSW,70,515
"07/02/2023, 07:55","07/02/2023, 07:56",F9,558,N386FR,ATL,LGA,104,762
"09/04/2023, 12:08","09/04/2023, 12:04",DL,1286,N942DZ,ATL,STL,69,484
"04/01/2023, 16:30","04/01/2023, 16:36",WN,380,N7836A,ATL,JAN,57,341
"06/07/2023, 11:35","06/07/2023, 11:30",DL,710,N370DN,ATL,AUS,107,813
"06/23/2023, 19:55","06/23/2023, 21:01",DL,221,N393DN,ATL,SLC,215,1590
"07/03/2023, 18:00","07/03/2023, 17:59",DL,631,N822DX,ATL,FLL,88,581
"12/14/2023, 17:25","12/14/2023, 17:20",DL,158,N911DQ,ATL,SJC,274,2116
"11/16/2023, 09:20","11/16/2023, 09:17",OO,1354,N803SK,ATL,MGM,36,147
"10/22/2023, 13:44","10/22/2023, 13:36",9E,1501,N302PQ,ATL,GTR,42,241
"02/26/2023, 13:32","02/26/2023, 13:31",DL,103,N118DY,ATL,DEN,169,1199
"08/27/2023, 08:15","08/27/2023, 08:34",DL,1009,N949AT,ATL,CHA,23,106
"07/15/2023, 11:20","07/15/2023, 11:16",9E,1411,N925XJ,ATL,XNA,90,589
"05/02/2023, 21:56","05/02/2023, 21:54",DL,842,N127DN,ATL,BUF,96,712
"02/25/2023, 11:21","02/25/2023, 11:17",DL,797,N3745B,ATL,CVG,60,373
"06/09/2023, 10:20","06/09/2023, 10:28",NK,778,N951NK,ATL,FLL,86,581
"10/10/2023, 12:20","10/10/2023, 12:19",WN,171,N8709Q,ATL,LIT,78,453
"07/18/2023, 05:50","07/18/2023, 05:44",AA,1096,N167AN,ATL,DFW,99,731
"06/28/2023, 09:40","06/28/2023, 10:26",DL,297,N915DU,ATL,DTW,91,594
"07/20/2023, 11:04","07/20/2023, 11:23",DL,759,N367NW,ATL,BUF,96,712
"11/22/2023, 08:05","11/22/2023, 08:10",WN,34,N8802Q,ATL,PHL,96,666
"11/19/2023, 21:30","11/19/2023, 21:27",DL,147,N127DN,ATL,LGA,96,762
"07/29/2023, 10:15","07/29/2023, 10:16",DL,69,N542US,ATL,SFO,259,2139
"10/18/2023, 07:13","10/18/2023, 07:03",B6,1131,N556JB,ATL,LGA,105,762
"04/03/2023, 08:52","04/03/2023, 08:50",9E,1249,N181PQ,ATL,DAY,66,432
"11/22/2023, 18:30","11/22/2023, 18:26",DL,100,N307DX,ATL,LGA,107,762
"05/13/2023, 19:45","05/13/2023, 20:05",DL,221,N667DN,ATL,BWI,83,577
"03/02/2023, 08:15","03/02/2023, 08:12",DL,661,N948AT,ATL,SDF,51,321
"05/04/2023, 15:17","05/04/2023, 15:22",OO,1157,N899SK,ATL,MLI,97,633
"10/28/2023, 13:59","10/28/2023, 13:53",DL,858,N949DZ,ATL,CMH,63,447
"09/05/2023, 21:50","09/05/2023, 21:43",DL,453,N936AT,ATL,OAJ,57,399
"07/02/2023, 14:19","07/02/2023, 14:23",F9,501,N310FR,ATL,BUF,90,712
"01/23/2023, 21:20","01/23/2023, 21:14",DL,955,N865DN,ATL,GSP,31,153
"04/17/2023, 11:00","04/17/2023, 11:46",DL,267,N329DN,ATL,LGA,92,762
"08/24/2023, 11:35","08/24/2023, 13:11",NK,910,N602NK,ATL,SJU,187,1547
"04/27/2023, 08:30","04/27/2023, 09:00",WN,457,N8311Q,ATL,JAN,55,341
"05/26/2023, 22:55","05/26/2023, 23:52",DL,226,N583NW,ATL,LAS,226,1747
"02/05/2023, 14:05","02/05/2023, 14:02",DL,601,N324US,ATL,GRR,86,640
"08/13/2023, 18:31","08/13/2023, 18:26",DL,570,N301DV,ATL,DEN,162,1199
"05/05/2023, 11:21","05/05/2023, 11:17",YX,1212,N123HQ,ATL,DCA,80,547
"10/18/2023, 15:20","10/18/2023, 15:17",OO,1377,N806SK,ATL,EVV,55,350
"03/01/2023, 07:21","03/01/2023, 07:21",DL,255,N820DX,ATL,PHL,87,666
"10/07/2023, 21:10","10/07/2023, 21:07",9E,1581,N376CA,ATL,ABE,97,692
"01/05/2023, 18:40","01/05/2023, 18:34",NK,35,N960NK,ATL,FLL,92,581
"07/15/2023, 09:04","07/15/2023, 09:00",9E,1398,N354CA,ATL,DAY,84,432
"08/13/2023, 18:05","08/13/2023, 18:51",DL,753,N674DL,ATL,JAX,43,270
"12/07/2023, 14:25","12/07/2023, 14:22",WN,808,N8680C,ATL,MCI,102,692
"02/20/2023, 08:30","02/20/2023, 08:44",DL,305,N864DN,ATL,RSW,69,515
"03/30/2023, 10:10","03/30/2023, 10:25",DL,961,N343NB,ATL,IND,62,432
"05/09/2023, 14:15","05/09/2023, 14:15",9E,1240,N135EV,ATL,ILM,56,377
"01/16/2023, 11:12","01/16/2023, 11:24",UA,286,N37466,ATL,EWR,97,746
"12/29/2023, 11:50","12/29/2023, 11:47",DL,859,N695DL,ATL,MSY,76,425
"03/25/2023, 10:05","03/25/2023, 10:04",OO,1182,N641CA,ATL,LFT,84,503
"06/15/2023, 10:10","06/15/2023, 10:25",DL,940,N6708D,ATL,PHL,94,666
"06/25/2023, 08:55","06/25/2023, 08:54",9E,1552,N601LR,ATL,DHN,34,170
"01/26/2023, 22:55","01/26/2023, 22:47",DL,891,N896DN,ATL,VPS,48,250
"03/08/2023, 10:00","03/08/2023, 09:57",DL,635,N696DL,ATL,SJU,170,1547
"01/23/2023, 11:31","01/23/2023, 11:28",DL,269,N345DN,ATL,DEN,167,1199
"09/25/2023, 06:10","09/25/2023, 06:26",B6,752,N328JB,ATL,JFK,102,760
"08/11/2023, 09:54","08/11/2023, 10:08",DL,854,N928AT,ATL,DSM,104,743
"10/30/2023, 07:50","10/30/2023, 08:44",AA,624,N152AA,ATL,DFW,111,731
"08/17/2023, 16:10","08/17/2023, 16:08",DL,258,N128DN,ATL,DCA,84,547
"05/04/2023, 07:05","05/04/2023, 07:05",WN,111,N8626B,ATL,MCO,60,404
"02/03/2023, 09:11","02/03/2023, 09:40",DL,482,N970AT,ATL,AVL,32,164
"12/27/2023, 13:40","12/27/2023, 13:40",NK,462,N652NK,ATL,LAX,269,1947
"05/14/2023, 09:40","05/14/2023, 09:37",OO,1126,N817SK,ATL,SHV,77,551
"08/03/2023, 21:15","08/03/2023, 21:27",DL,240,N595NW,ATL,SEA,281,2182
"09/22/2023, 11:24","09/22/2023, 11:20",DL,589,N331NB,ATL,EYW,85,646
"01/31/2023, 09:25","01/31/2023, 09:23",NK,371,N529NK,ATL,PHL,86,666
"08/24/2023, 20:27","08/24/2023, 20:24",DL,351,N863DN,ATL,IAD,80,534
"03/02/2023, 22:55","03/02/2023, 22:42",9E,1274,N348PQ,ATL,XNA,128,589
"04/24/2023, 11:55","04/24/2023, 11:52",OO,1148,N824SK,ATL,SBN,83,566
"07/28/2023, 08:10","07/28/2023, 08:13",DL,222,N315DN,ATL,PHX,196,1587
"03/10/2023, 20:45","03/10/2023, 22:10",OO,1183,N692CA,ATL,MLI,99,633
"11/11/2023, 13:03","11/11/2023, 13:00",DL,1036,N957DZ,ATL,TYS,29,152
"03/25/2023, 17:55","03/25/2023, 18:17",DL,469,N332NW,ATL,RDU,54,356
"07/15/2023, 06:20","07/15/2023, 06:22",DL,988,N554NW,ATL,MCO,57,404
"09/26/2023, 17:24","09/26/2023, 18:04",DL,665,N697DL,ATL,TPA,59,406
"01/27/2023, 21:50","01/27/2023, 21:41",DL,233,N885DN,ATL,SFO,308,2139
"11/18/2023, 10:15","11/18/2023, 10:12",DL,87,N312DN,ATL,SLC,219,1590
"02/25/2023, 09:14","02/25/2023, 09:10",DL,844,N994AT,ATL,OMA,130,821
"05/13/2023, 12:55","05/13/2023, 12:53",9E,1288,N368CA,ATL,CSG,26,83
"10/06/2023, 23:00","10/06/2023, 22:57",DL,821,N978AT,ATL,LIT,74,453
"06/27/2023, 05:30","06/27/2023, 06:21",F9,806,N308FR,ATL,LAS,228,1747
"11/25/2023, 08:20","11/25/2023, 08:15",9E,1565,N905XJ,ATL,HSV,33,151
"06/15/2023, 20:47","06/15/2023, 20:43",DL,568,N814DN,ATL,EWR,103,746
"08/10/2023, 10:10","08/10/2023, 10:05",DL,801,N957DZ,ATL,GSO,50,306
"05/03/2023, 11:00","05/03/2023, 10:59",DL,1061,N686DA,ATL,JAX,42,270
"02/24/2023, 12:20","02/24/2023, 12:23",DL,480,N3748Y,ATL,MEM,59,332
"03/08/2023, 21:45","03/08/2023, 22:01",9E,1274,N695CA,ATL,XNA,99,589
"08/15/2023, 16:38","08/15/2023, 16:36",DL,415,N536US,ATL,RIC,74,481
"08/03/2023, 14:00","08/03/2023, 13:57",DL,622,N671DN,ATL,SJU,191,1547
"07/03/2023, 16:44","07/03/2023, 16:40",9E,1378,N340CA,ATL,BQK,43,238
"05/21/2023, 23:35","05/22/2023, 00:24",DL,466,N349NW,ATL,CAE,33,192
"09/22/2023, 20:20","09/22/2023, 20:16",DL,250,N319DN,ATL,BOI,257,1838
"03/24/2023, 08:45","03/24/2023, 08:42",DL,1056,N344NB,ATL,OMA,116,821
"12/06/2023, 13:20","12/06/2023, 13:30",WN,9,N264LV,ATL,JAN,53,341
"11/10/2023, 15:30","11/10/2023, 15:37",WN,1458,N8856S,ATL,DAL,116,721
"07/22/2023, 23:00","07/22/2023, 23:11",DL,732,N825DN,ATL,SDF,48,321
"02/15/2023, 18:40","02/15/2023, 18:45",NK,24,N950NK,ATL,FLL,86,581
"03/13/2023, 06:00","03/13/2023, 06:02",DL,293,N123DW,ATL,DTW,81,594
"08/08/2023, 18:20","08/08/2023, 18:29",WN,1062,N7820L,ATL,DEN,174,1199
"12/02/2023, 08:10","12/02/2023, 08:38",DL,946,N954DZ,ATL,SAV,35,214
"05/15/2023, 20:59","05/15/2023, 20:55",DL,187,N319DN,ATL,LAX,252,1947
"12/18/2023, 14:20","12/18/2023, 14:36",WN,207,N272WN,ATL,TPA,62,406
"05/10/2023, 11:09","05/10/2023, 11:07",DL,992,N945DZ,ATL,LIT,63,453
"06/05/2023, 20:57","06/05/2023, 20:54",OO,1464,N679CA,ATL,LFT,73,503
"08/01/2023, 08:25","08/01/2023, 08:52",WN,924,N206WN,ATL,MKE,107,669
"11/08/2023, 22:30","11/08/2023, 22:25",DL,330,N352DN,ATL,DEN,169,1199
"11/26/2023, 22:02","11/26/2023, 22:00",DL,1212,N980AT,ATL,TRI,41,227
"10/14/2023, 19:55","10/14/2023, 20:31",DL,847,N848DN,ATL,RIC,65,481
"05/24/2023, 18:07","05/24/2023, 21:05",DL,793,N6708D,ATL,JAX,41,270
"03/07/2023, 17:30","03/07/2023, 17:25",DL,769,N6702,ATL,RDU,54,356
"08/24/2023, 21:25","08/24/2023, 22:59",DL,362,N925DZ,ATL,JFK,110,760
"10/19/2023, 15:41","10/19/2023, 15:36",9E,1543,N923XJ,ATL,HPN,111,780
"06/25/2023, 16:49","06/25/2023, 17:10",OO,1429,N554CA,ATL,TRI,53,227
"11/20/2023, 20:45","11/20/2023, 20:42",DL,970,N959AT,ATL,GNV,46,300
"02/02/2023, 16:20","02/02/2023, 16:16",DL,123,N339NW,ATL,LGA,97,762
"03/15/2023, 16:10","03/15/2023, 16:20",NK,493,N669NK,ATL,BWI,90,577
"08/15/2023, 08:25","08/15/2023, 08:26",DL,607,N985AT,ATL,LEX,50,304
"10/12/2023, 18:40","10/12/2023, 18:54",DL,961,N546US,ATL,MSY,68,425
"09/06/2023, 22:05","09/06/2023, 22:07",OO,1464,N800SK,ATL,MGM,28,147
"04/21/2023, 22:25","04/21/2023, 22:59",DL,360,N676DL,ATL,TPA,64,406
"03/01/2023, 09:00","03/01/2023, 08:57",NK,368,N665NK,ATL,FLL,80,581
"02/17/2023, 08:55","02/17/2023, 08:52",WN,495,N8522P,ATL,SDF,49,321
"06/07/2023, 17:44","06/07/2023, 18:17",DL,1315,N823DN,ATL,LIT,64,453
"03/29/2023, 10:00","03/29/2023, 09:56",NK,638,N945NK,ATL,FLL,84,581
"07/10/2023, 09:40","07/10/2023, 10:03",DL,565,N301DV,ATL,PBI,81,545
"11/30/2023, 21:55","11/30/2023, 21:50",WN,692,N8694E,ATL,HOU,116,696
"02/07/2023, 14:22","02/07/2023, 14:21",DL,368,N374DA,ATL,EWR,103,746
"09/16/2023, 16:32","09/16/2023, 16:29",UA,35,N39416,ATL,DEN,171,1199
"01/01/2023, 21:25","01/01/2023, 21:33",DL,1206,N933AT,ATL,AVL,35,164
"07/30/2023, 20:29","07/30/2023, 22:49",B6,980,N665JB,ATL,LGA,99,762
"07/14/2023, 11:28","07/14/2023, 11:32",DL,483,N674DL,ATL,SRQ,69,444
"02/02/2023, 14:10","02/02/2023, 14:06",DL,289,N879DN,ATL,DTW,83,594
"12/26/2023, 12:28","12/26/2023, 14:10",9E,1487,N135EV,ATL,VLD,39,208
"05/15/2023, 13:15","05/15/2023, 13:21",NK,210,N510NK,ATL,ORD,101,606
"03/16/2023, 13:34","03/16/2023, 13:29",DL,1001,N917DU,ATL,MKE,92,669
"12/24/2023, 21:41","12/24/2023, 21:42",DL,313,N811DZ,ATL,BDL,110,859
"09/19/2023, 19:15","09/19/2023, 19:12",WN,807,N239WN,ATL,AUS,121,813
"06/29/2023, 16:35","06/29/2023, 17:43",WN,247,N8608N,ATL,DAL,97,721
"08/10/2023, 12:22","08/10/2023, 12:58",DL,466,N698DL,ATL,ORF,69,516
"11/18/2023, 13:30","11/18/2023, 13:25",9E,1533,N197PQ,ATL,MOB,50,302
"10/21/2023, 06:01","10/21/2023, 05:58",AA,1158,N141NN,ATL,DFW,113,731
"05/16/2023, 15:22","05/16/2023, 16:09",DL,598,N593NW,ATL,MCO,60,404
"05/03/2023, 23:00","05/03/2023, 22:58",DL,665,N388DA,ATL,VPS,41,250
"02/25/2023, 11:00","02/25/2023, 11:00",DL,479,N690DL,ATL,EGE,202,1312
"08/21/2023, 12:07","08/21/2023, 12:05",DL,651,N679DA,ATL,FLL,83,581
"03/27/2023, 19:15","03/27/2023, 19:35",DL,189,N367DN,ATL,DCA,89,547
"03/08/2023, 11:00","03/08/2023, 10:58",DL,584,N6702,ATL,EGE,206,1312
"07/03/2023, 21:15","07/03/2023, 23:47",NK,530,N901NK,ATL,MSY,65,425
"06/03/2023, 09:12","06/03/2023, 09:11",DL,130,N921DU,ATL,SMF,247,2092
"12/15/2023, 15:28","12/15/2023, 15:21",F9,1282,N317FR,ATL,MCO,65,404
"08/24/2023, 21:59","08/24/2023, 22:46",DL,517,N536US,ATL,TPA,62,406
"01/05/2023, 12:37","01/05/2023, 12:35",DL,744,N101DQ,ATL,TUS,221,1541
"05/06/2023, 11:21","05/06/2023, 11:50",DL,267,N596NW,ATL,SAN,246,1892
"02/02/2023, 12:33","02/02/2023, 12:29",DL,37,N940AT,ATL,TLH,42,223
"12/10/2023, 08:55","12/10/2023, 09:04",9E,1427,N340CA,ATL,TRI,43,227
"10/02/2023, 15:24","10/02/2023, 15:26",DL,1198,N3765,ATL,IND,67,432
"04/14/2023, 09:45","04/14/2023, 10:13",WN,667,N7842A,ATL,PIT,71,526
"07/01/2023, 14:04","07/01/2023, 14:19",DL,826,N953DZ,ATL,BHM,25,134
"06/03/2023, 14:58","06/03/2023, 16:02",F9,978,N308FR,ATL,PHX,203,1587
"09/10/2023, 06:40","09/10/2023, 06:31",AA,719,N9025B,ATL,CLT,38,226
"12/13/2023, 15:01","12/13/2023, 14:59",DL,744,N949DZ,ATL,PNS,51,271
"11/08/2023, 19:45","11/08/2023, 19:53",DL,611,N946DZ,ATL,ECP,39,240
"07/31/2023, 08:25","07/31/2023, 08:27",DL,1188,N985AT,ATL,CHA,25,106
"01/15/2023, 12:15","01/15/2023, 12:13",DL,188,N391DN,ATL,LGA,110,762
"04/10/2023, 09:40","04/10/2023, 09:39",OO,1204,N625CA,ATL,AGS,36,143
"08/14/2023, 19:49","08/14/2023, 19:49",DL,793,N962DZ,ATL,SAV,43,214
"07/27/2023, 22:30","07/27/2023, 22:30",DL,326,N376DN,ATL,DEN,154,1199
"12/27/2023, 09:10","12/27/2023, 09:06",F9,992,N236FR,ATL,BWI,80,577
"01/02/2023, 14:29","01/02/2023, 15:03",DL,702,N3730B,ATL,MEM,62,332
"07/16/2023, 23:40","07/17/2023, 08:00",DL,1038,N377DA,ATL,HSV,34,151
"12/07/2023, 12:55","12/07/2023, 12:50",9E,1422,N905XJ,ATL,MOB,50,302
"05/05/2023, 07:35","05/05/2023, 07:31",DL,1025,N668DN,ATL,RIC,62,481
"01/09/2023, 07:15","01/09/2023, 07:13",WN,523,N907WN,ATL,HOU,108,696
"04/07/2023, 22:59","04/07/2023, 22:53",DL,129,N915DU,ATL,CVG,61,373
"05/28/2023, 14:40","05/28/2023, 14:41",WN,1189,N8654B,ATL,RIC,70,481
"05/05/2023, 23:12","05/05/2023, 23:18",F9,515,N371FR,ATL,TPA,58,406
"04/22/2023, 07:15","04/22/2023, 07:21",DL,1027,N841DN,ATL,CMH,61,447
"10/25/2023, 08:10","10/25/2023, 08:03",DL,1204,N958DZ,ATL,SDF,56,321
"04/26/2023, 15:59","04/26/2023, 16:00",9E,1266,N197PQ,ATL,CHO,69,457
"04/12/2023, 09:30","04/12/2023, 09:41",DL,550,N543US,ATL,MCO,63,404
"02/22/2023, 18:55","02/22/2023, 19:08",DL,120,N371NW,ATL,DCA,78,547
"03/04/2023, 11:05","03/04/2023, 11:14",WN,199,N8630B,ATL,LGA,90,762
"02/26/2023, 22:55","02/26/2023, 22:54",DL,682,N944AT,ATL,JAN,58,341
"09/07/2023, 14:42","09/07/2023, 14:43",DL,576,N392DN,ATL,RDU,64,356
"08/31/2023, 09:20","08/31/2023, 09:54",DL,845,N372NW,ATL,ROC,90,749
"09/18/2023, 09:15","09/18/2023, 09:14",DL,92,N318DX,ATL,DCA,70,547
"04/02/2023, 16:40","04/02/2023, 18:00",NK,7,N604NK,ATL,EWR,104,746
"01/30/2023, 06:50","01/30/2023, 06:51",NK,832,N651NK,ATL,LAX,294,1947
"01/12/2023, 21:13","01/12/2023, 21:45",DL,529,N6704Z,ATL,RIC,69,481
"07/20/2023, 09:25","07/20/2023, 10:01",DL,107,N3765,ATL,CVG,77,373
"04/19/2023, 13:24","04/19/2023, 13:40",DL,66,N363DN,ATL,BOS,130,946
"07/09/2023, 17:40","07/09/2023, 17:51",WN,1138,N8685B,ATL,GSP,30,153
"11/05/2023, 17:17","11/05/2023, 17:52",DL,415,N938DZ,ATL,BHM,27,134
"12/19/2023, 16:27","12/19/2023, 16:23",DL,764,N919DU,ATL,MKE,97,669
"03/25/2023, 11:05","03/25/2023, 12:12",DL,1039,N341NB,ATL,LIT,76,453
"03/11/2023, 08:10","03/11/2023, 08:07",DL,733,N679DA,ATL,CHS,42,259
"11/20/2023, 19:55","11/20/2023, 19:54",DL,406,N538US,ATL,JAX,42,270
"08/22/2023, 10:10","08/22/2023, 10:06",DL,931,N894DN,ATL,MSP,122,907
"09/30/2023, 20:17","09/30/2023, 20:25",DL,385,N943DZ,ATL,SRQ,64,444
"09/02/2023, 13:57","09/02/2023, 13:53",9E,1748,N200PQ,ATL,EVV,56,350
"02/20/2023, 09:11","02/20/2023, 09:08",DL,94,N896AT,ATL,LEX,49,304
"10/12/2023, 11:55","10/12/2023, 11:51",DL,928,N919AT,ATL,GNV,50,300
"02/03/2023, 19:52","02/03/2023, 19:50",DL,298,N548US,ATL,SRQ,67,444
"12/24/2023, 09:25","12/24/2023, 09:52",OO,1309,N816SK,ATL,FWA,73,508
"05/15/2023, 13:45","05/15/2023, 13:42",DL,934,N3735D,ATL,EWR,108,746
"07/02/2023, 20:29","07/02/2023, 20:25",AA,1134,N9029F,ATL,CLT,46,226
"04/05/2023, 21:45","04/05/2023, 21:42",OO,1137,N609SK,ATL,BMI,76,533
"02/14/2023, 17:45","02/14/2023, 17:38",DL,351,N340DN,ATL,MKE,89,669
"09/26/2023, 09:10","09/26/2023, 09:08",DL,862,N330NW,ATL,ROC,99,749
"03/01/2023, 23:05","03/02/2023, 00:17",DL,753,N384DN,ATL,TYS,28,152
"07/15/2023, 10:30","07/15/2023, 10:27",WN,1268,N436WN,ATL,JAX,48,270
"04/05/2023, 18:10","04/05/2023, 18:08",B6,316,N523JB,ATL,BOS,115,946
"10/13/2023, 22:55","10/13/2023, 22:53",DL,484,N360NW,ATL,ROA,50,357
"11/01/2023, 11:20","11/01/2023, 11:14",DL,185,N330NW,ATL,SYR,106,794
"10/19/2023, 14:48","10/19/2023, 14:45",DL,681,N899AT,ATL,IAD,78,534
"09/26/2023, 21:30","09/26/2023, 21:59",WN,1311,N8515X,ATL,JAX,42,270
"04/28/2023, 10:29","04/28/2023, 10:35",DL,1034,N3735D,ATL,MCI,107,692
"06/21/2023, 07:05","06/21/2023, 07:03",DL,246,N814DN,ATL,DEN,160,1199
"08/23/2023, 08:15","08/23/2023, 08:12",DL,211,N378DN,ATL,SLC,196,1590
"01/11/2023, 16:10","01/11/2023, 19:18",WN,1029,N767SW,ATL,DCA,86,547
"10/06/2023, 08:30","10/06/2023, 08:29",WN,137,N8819L,ATL,SDF,52,321
"04/11/2023, 07:40","04/11/2023, 07:33",DL,807,N875DN,ATL,BNA,40,214
"01/14/2023, 12:23","01/14/2023, 12:19",DL,701,N543US,ATL,TPA,52,406
"03/28/2023, 15:44","03/28/2023, 15:50",DL,1018,N554NW,ATL,ORD,90,606
"06/05/2023, 09:00","06/05/2023, 08:58",DL,1656,N3732J,ATL,MSP,127,907
"12/05/2023, 14:41","12/05/2023, 14:35",DL,648,N121DZ,ATL,SAT,123,874
"01/26/2023, 20:45","01/26/2023, 20:41",DL,804,N923AT,ATL,CHA,26,106
"09/15/2023, 18:52","09/15/2023, 18:51",UA,47,N425UA,ATL,ORD,86,606
"03/22/2023, 12:00","03/22/2023, 11:55",DL,936,N607AT,ATL,GNV,44,300
"11/07/2023, 10:45","11/07/2023, 10:51",WN,1341,N7838A,ATL,TPA,61,406
"09/15/2023, 07:05","09/15/2023, 07:05",WN,1392,N7737E,ATL,HOU,107,696
"01/16/2023, 13:14","01/16/2023, 13:11",DL,850,N6716C,ATL,SJU,171,1547
"09/21/2023, 11:55","09/21/2023, 11:51",DL,1051,N775DE,ATL,EWR,93,746
"11/15/2023, 14:26","11/15/2023, 14:19",DL,1239,N107DN,ATL,MKE,95,669
"10/14/2023, 16:52","10/14/2023, 16:47",NK,727,N693NK,ATL,MIA,88,594
"12/13/2023, 08:50","12/13/2023, 08:49",WN,1211,N418WN,ATL,SAT,143,874
"05/29/2023, 14:55","05/29/2023, 16:03",DL,453,N553NW,ATL,MIA,89,594
"06/27/2023, 17:01","06/27/2023, 20:37",DL,1261,N312DN,ATL,IND,66,432
"12/25/2023, 21:15","12/25/2023, 21:41",DL,940,N3771K,ATL,JFK,100,760
"01/11/2023, 11:00","01/11/2023, 11:00",OO,1453,N554CA,ATL,OAJ,63,399
"11/06/2023, 21:50","11/06/2023, 21:51",WN,320,N251WN,ATL,MIA,79,594
"07/10/2023, 21:30","07/10/2023, 21:26",DL,820,N386DA,ATL,GSP,34,153
"11/26/2023, 23:49","11/26/2023, 23:44",DL,1041,N830DN,ATL,HSV,31,151
"08/23/2023, 08:11","08/23/2023, 08:05",DL,1018,N942DZ,ATL,LIT,63,453
"06/13/2023, 08:25","06/13/2023, 08:21",DL,631,N893AT,ATL,XNA,90,589
"07/26/2023, 17:50","07/26/2023, 17:48",DL,811,N851DN,ATL,CVG,59,373
"02/21/2023, 07:15","02/21/2023, 07:11",WN,331,N559WN,ATL,HOU,115,696
"08/18/2023, 20:55","08/18/2023, 20:56",9E,1255,N908XJ,ATL,CHA,26,106
"06/03/2023, 10:15","06/03/2023, 10:12",DL,304,N819NW,ATL,HNL,533,4502
"04/23/2023, 16:23","04/23/2023, 16:23",DL,652,N375DN,ATL,BUF,92,712
"03/29/2023, 08:30","03/29/2023, 08:29",WN,1193,N8846Q,ATL,DAL,118,721
"10/05/2023, 09:55","10/05/2023, 14:46",DL,253,N192DN,ATL,SEA,,2182
"06/16/2023, 20:59","06/16/2023, 21:09",DL,1265,N337DN,ATL,MKE,92,669
"09/24/2023, 22:05","09/24/2023, 22:15",WN,919,N237WN,ATL,MIA,88,594
"01/22/2023, 10:15","01/22/2023, 11:11",DL,171,N328DN,ATL,PHX,229,1587
"08/11/2023, 10:31","08/11/2023, 10:54",DL,912,N370DN,ATL,SLC,218,1590
"05/12/2023, 09:50","05/12/2023, 09:47",DL,139,N398DN,ATL,SAT,119,874
"05/07/2023, 19:50","05/07/2023, 20:17",DL,299,N695DL,ATL,LAX,260,1947
"03/05/2023, 19:50","03/05/2023, 20:33",WN,877,N288WN,ATL,JAN,57,341
"07/26/2023, 16:34","07/26/2023, 16:31",DL,1137,N37700,ATL,IND,70,432
"04/30/2023, 15:20","04/30/2023, 15:14",9E,1273,N8986B,ATL,ABY,33,145
"06/24/2023, 12:10","06/24/2023, 12:09",DL,332,N377DN,ATL,LAX,251,1947
"01/28/2023, 22:45","01/28/2023, 22:42",DL,1053,N550NW,ATL,ORF,66,516
"01/01/2023, 10:00","01/01/2023, 09:58",9E,1730,N184GJ,ATL,CVG,62,373
"09/21/2023, 22:54","09/21/2023, 22:49",DL,1062,N895AT,ATL,TLH,39,223
"12/31/2023, 13:55","12/31/2023, 13:51",9E,1373,N297PQ,ATL,MLU,71,448
"09/07/2023, 20:26","09/07/2023, 20:32",DL,1249,N128DN,ATL,MKE,91,669
"08/26/2023, 12:25","08/26/2023, 12:21",9E,1245,N303PQ,ATL,LFT,65,503
"03/18/2023, 15:35","03/18/2023, 16:53",WN,361,N8688J,ATL,MCO,63,404
"07/08/2023, 15:45","07/08/2023, 15:45",DL,85,N320DN,ATL,DFW,134,731
"02/16/2023, 10:09","02/16/2023, 10:27",DL,77,N372DA,ATL,HDN,205,1340
"04/16/2023, 18:02","04/16/2023, 18:33",NK,595,N957NK,ATL,ORD,84,606
"05/23/2023, 22:49","05/23/2023, 22:46",DL,539,N323DN,ATL,IAH,95,689
"06/07/2023, 21:10","06/07/2023, 21:09",DL,255,N366NB,ATL,DCA,73,547
"07/29/2023, 09:12","07/29/2023, 09:10",DL,195,N995AT,ATL,AVL,34,164
"04/28/2023, 06:00","04/28/2023, 06:00",DL,295,N112DN,ATL,DTW,78,594
"09/20/2023, 09:00","09/20/2023, 08:58",NK,1179,N951NK,ATL,LAX,272,1947
"07/24/2023, 21:02","07/24/2023, 20:55",DL,865,N942DZ,ATL,BHM,23,134
"10/20/2023, 08:24","10/20/2023, 08:25",DL,1250,N951DX,ATL,CVG,63,373
"09/19/2023, 19:45","09/19/2023, 19:40",DL,961,N831DN,ATL,BDL,110,859
"04/19/2023, 11:20","04/19/2023, 11:15",DL,239,N345DN,ATL,DFW,103,731
"07/28/2023, 16:25","07/28/2023, 16:33",NK,9,N919NK,ATL,EWR,108,746
"12/18/2023, 08:25","12/18/2023, 08:15",DL,919,N821DX,ATL,MCI,110,692
"03/22/2023, 08:10","03/22/2023, 08:06",DL,372,N834DN,ATL,RSW,68,515
"03/25/2023, 20:56","03/25/2023, 22:05",F9,543,N322FR,ATL,PHX,261,1587
"02/20/2023, 15:05","02/20/2023, 15:03",DL,559,N3753,ATL,VPS,42,250
"09/23/2023, 22:05","09/23/2023, 22:03",9E,1692,N329PQ,ATL,SHV,73,551
"04/22/2023, 09:12","04/22/2023, 09:09",DL,283,N955AT,ATL,CHA,20,106
