scheduled	actual	delay	is_late	day_name
2023-10-18 15:20:00	2023-10-18 15:17:00	-1 days +23:57:00	False	Wed
2023-03-01 07:21:00	2023-03-01 07:21:00	0 days 00:00:00	False	Wed
2023-10-07 21:10:00	2023-10-07 21:07:00	-1 days +23:57:00	False	Sat
2023-01-05 18:40:00	2023-01-05 18:34:00	-1 days +23:54:00	False	Thu
2023-07-15 09:04:00	2023-07-15 09:00:00	-1 days +23:56:00	False	Sat
2023-08-13 18:05:00	2023-08-13 18:51:00	0 days 00:46:00	True	Sun
2023-12-07 14:25:00	2023-12-07 14:22:00	-1 days +23:57:00	False	Thu
2023-02-20 08:30:00	2023-02-20 08:44:00	0 days 00:14:00	False	Mon
2023-03-30 10:10:00	2023-03-30 10:25:00	0 days 00:15:00	False	Thu
2023-05-09 14:15:00	2023-05-09 14:15:00	0 days 00:00:00	False	Tue
2023-01-16 11:12:00	2023-01-16 11:24:00	0 days 00:12:00	False	Mon
2023-12-29 11:50:00	2023-12-29 11:47:00	-1 days +23:57:00	False	Fri
2023-03-25 10:05:00	2023-03-25 10:04:00	-1 days +23:59:00	False	Sat
2023-06-15 10:10:00	2023-06-15 10:25:00	0 days 00:15:00	False	Thu
2023-06-25 08:55:00	2023-06-25 08:54:00	-1 days +23:59:00	False	Sun
2023-01-26 22:55:00	2023-01-26 22:47:00	-1 days +23:52:00	False	Thu
2023-03-08 10:00:00	2023-03-08 09:57:00	-1 days +23:57:00	False	Wed
2023-01-23 11:31:00	2023-01-23 11:28:00	-1 days +23:57:00	False	Mon
2023-09-25 06:10:00	2023-09-25 06:26:00	0 days 00:16:00	True	Mon
2023-08-11 09:54:00	2023-08-11 10:08:00	0 days 00:14:00	False	Fri
2023-10-30 07:50:00	2023-10-30 08:44:00	0 days 00:54:00	True	Mon
2023-08-17 16:10:00	2023-08-17 16:08:00	-1 days +23:58:00	False	Thu
2023-05-04 07:05:00	2023-05-04 07:05:00	0 days 00:00:00	False	Thu
2023-02-03 09:11:00	2023-02-03 09:40:00	0 days 00:29:00	True	Fri
2023-12-27 13:40:00	2023-12-27 13:40:00	0 days 00:00:00	False	Wed
2023-05-14 09:40:00	2023-05-14 09:37:00	-1 days +23:57:00	False	Sun
2023-08-03 21:15:00	2023-08-03 21:27:00	0 days 00:12:00	False	Thu
2023-09-22 11:24:00	2023-09-22 11:20:00	-1 days +23:56:00	False	Fri
2023-01-31 09:25:00	2023-01-31 09:23:00	-1 days +23:58:00	False	Tue
2023-08-24 20:27:00	2023-08-24 20:24:00	-1 days +23:57:00	False	Thu
2023-03-02 22:55:00	2023-03-02 22:42:00	-1 days +23:47:00	False	Thu
2023-04-24 11:55:00	2023-04-24 11:52:00	-1 days +23:57:00	False	Mon
2023-07-28 08:10:00	2023-07-28 08:13:00	0 days 00:03:00	False	Fri
2023-03-10 20:45:00	2023-03-10 22:10:00	0 days 01:25:00	True	Fri
2023-11-11 13:03:00	2023-11-11 13:00:00	-1 days +23:57:00	False	Sat
2023-03-25 17:55:00	2023-03-25 18:17:00	0 days 00:22:00	True	Sat
2023-07-15 06:20:00	2023-07-15 06:22:00	0 days 00:02:00	False	Sat
2023-09-26 17:24:00	2023-09-26 18:04:00	0 days 00:40:00	True	Tue
2023-01-27 21:50:00	2023-01-27 21:41:00	-1 days +23:51:00	False	Fri
2023-11-18 10:15:00	2023-11-18 10:12:00	-1 days +23:57:00	False	Sat
2023-02-25 09:14:00	2023-02-25 09:10:00	-1 days +23:56:00	False	Sat
2023-05-13 12:55:00	2023-05-13 12:53:00	-1 days +23:58:00	False	Sat
2023-10-06 23:00:00	2023-10-06 22:57:00	-1 days +23:57:00	False	Fri
2023-06-27 05:30:00	2023-06-27 06:21:00	0 days 00:51:00	True	Tue
2023-11-25 08:20:00	2023-11-25 08:15:00	-1 days +23:55:00	False	Sat
2023-06-15 20:47:00	2023-06-15 20:43:00	-1 days +23:56:00	False	Thu
2023-08-10 10:10:00	2023-08-10 10:05:00	-1 days +23:55:00	False	Thu
2023-05-03 11:00:00	2023-05-03 10:59:00	-1 days +23:59:00	False	Wed
2023-02-24 12:20:00	2023-02-24 12:23:00	0 days 00:03:00	False	Fri
2023-03-08 21:45:00	2023-03-08 22:01:00	0 days 00:16:00	True	Wed
2023-08-15 16:38:00	2023-08-15 16:36:00	-1 days +23:58:00	False	Tue
2023-08-03 14:00:00	2023-08-03 13:57:00	-1 days +23:57:00	False	Thu
2023-07-03 16:44:00	2023-07-03 16:40:00	-1 days +23:56:00	False	Mon
2023-05-21 23:35:00	2023-05-22 00:24:00	0 days 00:49:00	True	Mon
2023-09-22 20:20:00	2023-09-22 20:16:00	-1 days +23:56:00	False	Fri
2023-03-24 08:45:00	2023-03-24 08:42:00	-1 days +23:57:00	False	Fri
2023-12-06 13:20:00	2023-12-06 13:30:00	0 days 00:10:00	False	Wed
2023-11-10 15:30:00	2023-11-10 15:37:00	0 days 00:07:00	False	Fri
2023-07-22 23:00:00	2023-07-22 23:11:00	0 days 00:11:00	False	Sat
2023-02-15 18:40:00	2023-02-15 18:45:00	0 days 00:05:00	False	Wed
2023-03-13 06:00:00	2023-03-13 06:02:00	0 days 00:02:00	False	Mon
2023-08-08 18:20:00	2023-08-08 18:29:00	0 days 00:09:00	False	Tue
2023-12-02 08:10:00	2023-12-02 08:38:00	0 days 00:28:00	True	Sat
2023-05-15 20:59:00	2023-05-15 20:55:00	-1 days +23:56:00	False	Mon
2023-12-18 14:20:00	2023-12-18 14:36:00	0 days 00:16:00	True	Mon
2023-05-10 11:09:00	2023-05-10 11:07:00	-1 days +23:58:00	False	Wed
2023-06-05 20:57:00	2023-06-05 20:54:00	-1 days +23:57:00	False	Mon
2023-08-01 08:25:00	2023-08-01 08:52:00	0 days 00:27:00	True	Tue
2023-11-08 22:30:00	2023-11-08 22:25:00	-1 days +23:55:00	False	Wed
2023-11-26 22:02:00	2023-11-26 22:00:00	-1 days +23:58:00	False	Sun
2023-10-14 19:55:00	2023-10-14 20:31:00	0 days 00:36:00	True	Sat
2023-05-24 18:07:00	2023-05-24 21:05:00	0 days 02:58:00	True	Wed
2023-03-07 17:30:00	2023-03-07 17:25:00	-1 days +23:55:00	False	Tue
2023-08-24 21:25:00	2023-08-24 22:59:00	0 days 01:34:00	True	Thu
2023-10-19 15:41:00	2023-10-19 15:36:00	-1 days +23:55:00	False	Thu
2023-06-25 16:49:00	2023-06-25 17:10:00	0 days 00:21:00	True	Sun
2023-11-20 20:45:00	2023-11-20 20:42:00	-1 days +23:57:00	False	Mon
2023-02-02 16:20:00	2023-02-02 16:16:00	-1 days +23:56:00	False	Thu
2023-03-15 16:10:00	2023-03-15 16:20:00	0 days 00:10:00	False	Wed
2023-08-15 08:25:00	2023-08-15 08:26:00	0 days 00:01:00	False	Tue
2023-10-12 18:40:00	2023-10-12 18:54:00	0 days 00:14:00	False	Thu
2023-09-06 22:05:00	2023-09-06 22:07:00	0 days 00:02:00	False	Wed
2023-04-21 22:25:00	2023-04-21 22:59:00	0 days 00:34:00	True	Fri
2023-03-01 09:00:00	2023-03-01 08:57:00	-1 days +23:57:00	False	Wed
2023-02-17 08:55:00	2023-02-17 08:52:00	-1 days +23:57:00	False	Fri
2023-06-07 17:44:00	2023-06-07 18:17:00	0 days 00:33:00	True	Wed
2023-03-29 10:00:00	2023-03-29 09:56:00	-1 days +23:56:00	False	Wed
2023-07-10 09:40:00	2023-07-10 10:03:00	0 days 00:23:00	True	Mon
2023-11-30 21:55:00	2023-11-30 21:50:00	-1 days +23:55:00	False	Thu
2023-02-07 14:22:00	2023-02-07 14:21:00	-1 days +23:59:00	False	Tue
2023-09-16 16:32:00	2023-09-16 16:29:00	-1 days +23:57:00	False	Sat
2023-01-01 21:25:00	2023-01-01 21:33:00	0 days 00:08:00	False	Sun
2023-07-30 20:29:00	2023-07-30 22:49:00	0 days 02:20:00	True	Sun
2023-07-14 11:28:00	2023-07-14 11:32:00	0 days 00:04:00	False	Fri
2023-02-02 14:10:00	2023-02-02 14:06:00	-1 days +23:56:00	False	Thu
2023-12-26 12:28:00	2023-12-26 14:10:00	0 days 01:42:00	True	Tue
2023-05-15 13:15:00	2023-05-15 13:21:00	0 days 00:06:00	False	Mon
2023-03-16 13:34:00	2023-03-16 13:29:00	-1 days +23:55:00	False	Thu
2023-12-24 21:41:00	2023-12-24 21:42:00	0 days 00:01:00	False	Sun
2023-09-19 19:15:00	2023-09-19 19:12:00	-1 days +23:57:00	False	Tue
2023-06-29 16:35:00	2023-06-29 17:43:00	0 days 01:08:00	True	Thu
2023-08-10 12:22:00	2023-08-10 12:58:00	0 days 00:36:00	True	Thu
2023-11-18 13:30:00	2023-11-18 13:25:00	-1 days +23:55:00	False	Sat
2023-10-21 06:01:00	2023-10-21 05:58:00	-1 days +23:57:00	False	Sat
2023-05-16 15:22:00	2023-05-16 16:09:00	0 days 00:47:00	True	Tue
2023-05-03 23:00:00	2023-05-03 22:58:00	-1 days +23:58:00	False	Wed
2023-02-25 11:00:00	2023-02-25 11:00:00	0 days 00:00:00	False	Sat
2023-08-21 12:07:00	2023-08-21 12:05:00	-1 days +23:58:00	False	Mon
2023-03-27 19:15:00	2023-03-27 19:35:00	0 days 00:20:00	True	Mon
2023-03-08 11:00:00	2023-03-08 10:58:00	-1 days +23:58:00	False	Wed
2023-07-03 21:15:00	2023-07-03 23:47:00	0 days 02:32:00	True	Mon
2023-06-03 09:12:00	2023-06-03 09:11:00	-1 days +23:59:00	False	Sat
2023-12-15 15:28:00	2023-12-15 15:21:00	-1 days +23:53:00	False	Fri
2023-08-24 21:59:00	2023-08-24 22:46:00	0 days 00:47:00	True	Thu
2023-01-05 12:37:00	2023-01-05 12:35:00	-1 days +23:58:00	False	Thu
2023-05-06 11:21:00	2023-05-06 11:50:00	0 days 00:29:00	True	Sat
2023-02-02 12:33:00	2023-02-02 12:29:00	-1 days +23:56:00	False	Thu
2023-12-10 08:55:00	2023-12-10 09:04:00	0 days 00:09:00	False	Sun
2023-10-02 15:24:00	2023-10-02 15:26:00	0 days 00:02:00	False	Mon
2023-04-14 09:45:00	2023-04-14 10:13:00	0 days 00:28:00	True	Fri
2023-07-01 14:04:00	2023-07-01 14:19:00	0 days 00:15:00	False	Sat
2023-06-03 14:58:00	2023-06-03 16:02:00	0 days 01:04:00	True	Sat
2023-09-10 06:40:00	2023-09-10 06:31:00	-1 days +23:51:00	False	Sun
2023-12-13 15:01:00	2023-12-13 14:59:00	-1 days +23:58:00	False	Wed
2023-11-08 19:45:00	2023-11-08 19:53:00	0 days 00:08:00	False	Wed
2023-07-31 08:25:00	2023-07-31 08:27:00	0 days 00:02:00	False	Mon
2023-01-15 12:15:00	2023-01-15 12:13:00	-1 days +23:58:00	False	Sun
2023-04-10 09:40:00	2023-04-10 09:39:00	-1 days +23:59:00	False	Mon
2023-08-14 19:49:00	2023-08-14 19:49:00	0 days 00:00:00	False	Mon
2023-07-27 22:30:00	2023-07-27 22:30:00	0 days 00:00:00	False	Thu
2023-12-27 09:10:00	2023-12-27 09:06:00	-1 days +23:56:00	False	Wed
2023-01-02 14:29:00	2023-01-02 15:03:00	0 days 00:34:00	True	Mon
2023-07-16 23:40:00	2023-07-17 08:00:00	0 days 08:20:00	True	Mon
2023-12-07 12:55:00	2023-12-07 12:50:00	-1 days +23:55:00	False	Thu
2023-05-05 07:35:00	2023-05-05 07:31:00	-1 days +23:56:00	False	Fri
2023-01-09 07:15:00	2023-01-09 07:13:00	-1 days +23:58:00	False	Mon
2023-04-07 22:59:00	2023-04-07 22:53:00	-1 days +23:54:00	False	Fri
2023-05-28 14:40:00	2023-05-28 14:41:00	0 days 00:01:00	False	Sun
2023-05-05 23:12:00	2023-05-05 23:18:00	0 days 00:06:00	False	Fri
2023-04-22 07:15:00	2023-04-22 07:21:00	0 days 00:06:00	False	Sat
2023-10-25 08:10:00	2023-10-25 08:03:00	-1 days +23:53:00	False	Wed
2023-04-26 15:59:00	2023-04-26 16:00:00	0 days 00:01:00	False	Wed
2023-04-12 09:30:00	2023-04-12 09:41:00	0 days 00:11:00	False	Wed
2023-02-22 18:55:00	2023-02-22 19:08:00	0 days 00:13:00	False	Wed
2023-03-04 11:05:00	2023-03-04 11:14:00	0 days 00:09:00	False	Sat
2023-02-26 22:55:00	2023-02-26 22:54:00	-1 days +23:59:00	False	Sun
2023-09-07 14:42:00	2023-09-07 14:43:00	0 days 00:01:00	False	Thu
2023-08-31 09:20:00	2023-08-31 09:54:00	0 days 00:34:00	True	Thu
2023-09-18 09:15:00	2023-09-18 09:14:00	-1 days +23:59:00	False	Mon
2023-04-02 16:40:00	2023-04-02 18:00:00	0 days 01:20:00	True	Sun
2023-01-30 06:50:00	2023-01-30 06:51:00	0 days 00:01:00	False	Mon
2023-01-12 21:13:00	2023-01-12 21:45:00	0 days 00:32:00	True	Thu
2023-07-20 09:25:00	2023-07-20 10:01:00	0 days 00:36:00	True	Thu
2023-04-19 13:24:00	2023-04-19 13:40:00	0 days 00:16:00	True	Wed
2023-07-09 17:40:00	2023-07-09 17:51:00	0 days 00:11:00	False	Sun
2023-11-05 17:17:00	2023-11-05 17:52:00	0 days 00:35:00	True	Sun
2023-12-19 16:27:00	2023-12-19 16:23:00	-1 days +23:56:00	False	Tue
2023-03-25 11:05:00	2023-03-25 12:12:00	0 days 01:07:00	True	Sat
2023-03-11 08:10:00	2023-03-11 08:07:00	-1 days +23:57:00	False	Sat
2023-11-20 19:55:00	2023-11-20 19:54:00	-1 days +23:59:00	False	Mon
2023-08-22 10:10:00	2023-08-22 10:06:00	-1 days +23:56:00	False	Tue
2023-09-30 20:17:00	2023-09-30 20:25:00	0 days 00:08:00	False	Sat
2023-09-02 13:57:00	2023-09-02 13:53:00	-1 days +23:56:00	False	Sat
2023-02-20 09:11:00	2023-02-20 09:08:00	-1 days +23:57:00	False	Mon
2023-10-12 11:55:00	2023-10-12 11:51:00	-1 days +23:56:00	False	Thu
2023-02-03 19:52:00	2023-02-03 19:50:00	-1 days +23:58:00	False	Fri
2023-12-24 09:25:00	2023-12-24 09:52:00	0 days 00:27:00	True	Sun
2023-05-15 13:45:00	2023-05-15 13:42:00	-1 days +23:57:00	False	Mon
2023-07-02 20:29:00	2023-07-02 20:25:00	-1 days +23:56:00	False	Sun
2023-04-05 21:45:00	2023-04-05 21:42:00	-1 days +23:57:00	False	Wed
2023-02-14 17:45:00	2023-02-14 17:38:00	-1 days +23:53:00	False	Tue
2023-09-26 09:10:00	2023-09-26 09:08:00	-1 days +23:58:00	False	Tue
2023-03-01 23:05:00	2023-03-02 00:17:00	0 days 01:12:00	True	Thu
2023-07-15 10:30:00	2023-07-15 10:27:00	-1 days +23:57:00	False	Sat
2023-04-05 18:10:00	2023-04-05 18:08:00	-1 days +23:58:00	False	Wed
2023-10-13 22:55:00	2023-10-13 22:53:00	-1 days +23:58:00	False	Fri
2023-11-01 11:20:00	2023-11-01 11:14:00	-1 days +23:54:00	False	Wed
2023-10-19 14:48:00	2023-10-19 14:45:00	-1 days +23:57:00	False	Thu
2023-09-26 21:30:00	2023-09-26 21:59:00	0 days 00:29:00	True	Tue
2023-04-28 10:29:00	2023-04-28 10:35:00	0 days 00:06:00	False	Fri
2023-06-21 07:05:00	2023-06-21 07:03:00	-1 days +23:58:00	False	Wed
2023-08-23 08:15:00	2023-08-23 08:12:00	-1 days +23:57:00	False	Wed
2023-01-11 16:10:00	2023-01-11 19:18:00	0 days 03:08:00	True	Wed
2023-10-06 08:30:00	2023-10-06 08:29:00	-1 days +23:59:00	False	Fri
2023-04-11 07:40:00	2023-04-11 07:33:00	-1 days +23:53:00	False	Tue
2023-01-14 12:23:00	2023-01-14 12:19:00	-1 days +23:56:00	False	Sat
2023-03-28 15:44:00	2023-03-28 15:50:00	0 days 00:06:00	False	Tue
2023-06-05 09:00:00	2023-06-05 08:58:00	-1 days +23:58:00	False	Mon
2023-12-05 14:41:00	2023-12-05 14:35:00	-1 days +23:54:00	False	Tue
2023-01-26 20:45:00	2023-01-26 20:41:00	-1 days +23:56:00	False	Thu
2023-09-15 18:52:00	2023-09-15 18:51:00	-1 days +23:59:00	False	Fri
2023-03-22 12:00:00	2023-03-22 11:55:00	-1 days +23:55:00	False	Wed
2023-11-07 10:45:00	2023-11-07 10:51:00	0 days 00:06:00	False	Tue
2023-09-15 07:05:00	2023-09-15 07:05:00	0 days 00:00:00	False	Fri
2023-01-16 13:14:00	2023-01-16 13:11:00	-1 days +23:57:00	False	Mon
2023-09-21 11:55:00	2023-09-21 11:51:00	-1 days +23:56:00	False	Thu
2023-11-15 14:26:00	2023-11-15 14:19:00	-1 days +23:53:00	False	Wed
2023-10-14 16:52:00	2023-10-14 16:47:00	-1 days +23:55:00	False	Sat
2023-12-13 08:50:00	2023-12-13 08:49:00	-1 days +23:59:00	False	Wed
2023-05-29 14:55:00	2023-05-29 16:03:00	0 days 01:08:00	True	Mon
2023-06-27 17:01:00	2023-06-27 20:37:00	0 days 03:36:00	True	Tue
2023-12-25 21:15:00	2023-12-25 21:41:00	0 days 00:26:00	True	Mon
2023-01-11 11:00:00	2023-01-11 11:00:00	0 days 00:00:00	False	Wed
2023-11-06 21:50:00	2023-11-06 21:51:00	0 days 00:01:00	False	Mon
2023-07-10 21:30:00	2023-07-10 21:26:00	-1 days +23:56:00	False	Mon
2023-11-26 23:49:00	2023-11-26 23:44:00	-1 days +23:55:00	False	Sun
2023-08-23 08:11:00	2023-08-23 08:05:00	-1 days +23:54:00	False	Wed
2023-06-13 08:25:00	2023-06-13 08:21:00	-1 days +23:56:00	False	Tue
2023-07-26 17:50:00	2023-07-26 17:48:00	-1 days +23:58:00	False	Wed
2023-02-21 07:15:00	2023-02-21 07:11:00	-1 days +23:56:00	False	Tue
2023-08-18 20:55:00	2023-08-18 20:56:00	0 days 00:01:00	False	Fri
2023-06-03 10:15:00	2023-06-03 10:12:00	-1 days +23:57:00	False	Sat
2023-04-23 16:23:00	2023-04-23 16:23:00	0 days 00:00:00	False	Sun
2023-03-29 08:30:00	2023-03-29 08:29:00	-1 days +23:59:00	False	Wed
2023-10-05 09:55:00	2023-10-05 14:46:00	0 days 04:51:00	True	Thu
2023-06-16 20:59:00	2023-06-16 21:09:00	0 days 00:10:00	False	Fri
2023-09-24 22:05:00	2023-09-24 22:15:00	0 days 00:10:00	False	Sun
2023-01-22 10:15:00	2023-01-22 11:11:00	0 days 00:56:00	True	Sun
2023-08-11 10:31:00	2023-08-11 10:54:00	0 days 00:23:00	True	Fri
2023-05-12 09:50:00	2023-05-12 09:47:00	-1 days +23:57:00	False	Fri
2023-05-07 19:50:00	2023-05-07 20:17:00	0 days 00:27:00	True	Sun
2023-03-05 19:50:00	2023-03-05 20:33:00	0 days 00:43:00	True	Sun
2023-07-26 16:34:00	2023-07-26 16:31:00	-1 days +23:57:00	False	Wed
2023-04-30 15:20:00	2023-04-30 15:14:00	-1 days +23:54:00	False	Sun
2023-06-24 12:10:00	2023-06-24 12:09:00	-1 days +23:59:00	False	Sat
2023-01-28 22:45:00	2023-01-28 22:42:00	-1 days +23:57:00	False	Sat
2023-01-01 10:00:00	2023-01-01 09:58:00	-1 days +23:58:00	False	Sun
2023-09-21 22:54:00	2023-09-21 22:49:00	-1 days +23:55:00	False	Thu
2023-12-31 13:55:00	2023-12-31 13:51:00	-1 days +23:56:00	False	Sun
2023-09-07 20:26:00	2023-09-07 20:32:00	0 days 00:06:00	False	Thu
2023-08-26 12:25:00	2023-08-26 12:21:00	-1 days +23:56:00	False	Sat
2023-03-18 15:35:00	2023-03-18 16:53:00	0 days 01:18:00	True	Sat
2023-07-08 15:45:00	2023-07-08 15:45:00	0 days 00:00:00	False	Sat
2023-02-16 10:09:00	2023-02-16 10:27:00	0 days 00:18:00	True	Thu
2023-04-16 18:02:00	2023-04-16 18:33:00	0 days 00:31:00	True	Sun
2023-05-23 22:49:00	2023-05-23 22:46:00	-1 days +23:57:00	False	Tue
2023-06-07 21:10:00	2023-06-07 21:09:00	-1 days +23:59:00	False	Wed
2023-07-29 09:12:00	2023-07-29 09:10:00	-1 days +23:58:00	False	Sat
2023-04-28 06:00:00	2023-04-28 06:00:00	0 days 00:00:00	False	Fri
2023-09-20 09:00:00	2023-09-20 08:58:00	-1 days +23:58:00	False	Wed
2023-07-24 21:02:00	2023-07-24 20:55:00	-1 days +23:53:00	False	Mon
2023-10-20 08:24:00	2023-10-20 08:25:00	0 days 00:01:00	False	Fri
2023-09-19 19:45:00	2023-09-19 19:40:00	-1 days +23:55:00	False	Tue
2023-04-19 11:20:00	2023-04-19 11:15:00	-1 days +23:55:00	False	Wed
2023-07-28 16:25:00	2023-07-28 16:33:00	0 days 00:08:00	False	Fri
2023-12-18 08:25:00	2023-12-18 08:15:00	-1 days +23:50:00	False	Mon
2023-03-22 08:10:00	2023-03-22 08:06:00	-1 days +23:56:00	False	Wed
2023-03-25 20:56:00	2023-03-25 22:05:00	0 days 01:09:00	True	Sat
2023-02-20 15:05:00	2023-02-20 15:03:00	-1 days +23:58:00	False	Mon
2023-09-23 22:05:00	2023-09-23 22:03:00	-1 days +23:58:00	False	Sat
2023-04-22 09:12:00	2023-04-22 09:09:00	-1 days +23:57:00	False	Sat
2023-10-03 18:19:00	2023-10-03 18:17:00	-1 days +23:58:00	False	Tue
2023-09-01 16:02:00	2023-09-01 15:56:00	-1 days +23:54:00	False	Fri
2023-08-14 07:38:00	2023-08-14 08:00:00	0 days 00:22:00	True	Mon
2023-05-09 10:00:00	2023-05-09 09:57:00	-1 days +23:57:00	False	Tue
2023-05-30 10:00:00	2023-05-30 09:51:00	-1 days +23:51:00	False	Tue
2023-03-18 21:00:00	2023-03-18 21:07:00	0 days 00:07:00	False	Sat
2023-06-07 19:50:00	2023-06-07 20:45:00	0 days 00:55:00	True	Wed
2023-10-08 20:20:00	2023-10-08 20:20:00	0 days 00:00:00	False	Sun
2023-10-28 14:15:00	2023-10-28 14:13:00	-1 days +23:58:00	False	Sat
2023-12-29 21:05:00	2023-12-29 21:04:00	-1 days +23:59:00	False	Fri
2023-06-15 18:43:00	2023-06-15 18:45:00	0 days 00:02:00	False	Thu
2023-06-17 09:44:00	2023-06-17 09:41:00	-1 days +23:57:00	False	Sat
2023-01-25 22:43:00	2023-01-25 23:45:00	0 days 01:02:00	True	Wed
2023-08-19 21:00:00	2023-08-19 21:00:00	0 days 00:00:00	False	Sat
2023-08-24 10:10:00	2023-08-24 10:03:00	-1 days +23:53:00	False	Thu
2023-07-31 07:38:00	2023-07-31 07:32:00	-1 days +23:54:00	False	Mon
2023-08-06 10:08:00	2023-08-06 10:08:00	0 days 00:00:00	False	Sun
2023-02-09 19:35:00	2023-02-09 19:28:00	-1 days +23:53:00	False	Thu
2023-01-11 11:10:00	2023-01-11 13:07:00	0 days 01:57:00	True	Wed
2023-09-05 08:30:00	2023-09-05 08:28:00	-1 days +23:58:00	False	Tue
2023-07-15 21:30:00	2023-07-15 22:44:00	0 days 01:14:00	True	Sat
2023-01-25 15:20:00	2023-01-25 15:19:00	-1 days +23:59:00	False	Wed
2023-02-25 07:20:00	2023-02-25 09:34:00	0 days 02:14:00	True	Sat
2023-11-29 17:10:00	2023-11-29 17:05:00	-1 days +23:55:00	False	Wed
2023-05-16 21:35:00	2023-05-16 21:34:00	-1 days +23:59:00	False	Tue
2023-12-06 19:59:00	2023-12-06 19:53:00	-1 days +23:54:00	False	Wed
2023-01-25 16:30:00	2023-01-25 16:54:00	0 days 00:24:00	True	Wed
2023-01-17 18:20:00	2023-01-17 18:17:00	-1 days +23:57:00	False	Tue
2023-01-09 22:47:00	2023-01-09 22:46:00	-1 days +23:59:00	False	Mon
2023-04-10 09:48:00	2023-04-10 09:53:00	0 days 00:05:00	False	Mon
2023-04-04 07:30:00	2023-04-04 07:26:00	-1 days +23:56:00	False	Tue
2023-06-07 23:35:00	2023-06-08 00:11:00	0 days 00:36:00	True	Thu
2023-09-15 08:12:00	2023-09-15 08:10:00	-1 days +23:58:00	False	Fri
2023-02-01 07:15:00	2023-02-01 07:18:00	0 days 00:03:00	False	Wed
2023-04-30 15:49:00	2023-04-30 16:40:00	0 days 00:51:00	True	Sun
2023-10-12 16:48:00	2023-10-12 16:42:00	-1 days +23:54:00	False	Thu
2023-04-09 20:00:00	2023-04-09 19:56:00	-1 days +23:56:00	False	Sun
2023-03-06 21:30:00	2023-03-06 23:42:00	0 days 02:12:00	True	Mon
2023-08-17 18:07:00	2023-08-17 18:03:00	-1 days +23:56:00	False	Thu
2023-07-09 13:59:00	2023-07-09 14:09:00	0 days 00:10:00	False	Sun
2023-09-07 15:37:00	2023-09-07 15:34:00	-1 days +23:57:00	False	Thu
2023-05-11 09:00:00	2023-05-11 08:57:00	-1 days +23:57:00	False	Thu
2023-02-26 18:33:00	2023-02-26 18:55:00	0 days 00:22:00	True	Sun
2023-12-19 08:30:00	2023-12-19 08:28:00	-1 days +23:58:00	False	Tue
2023-12-28 20:39:00	2023-12-28 20:32:00	-1 days +23:53:00	False	Thu
2023-05-15 06:20:00	2023-05-15 06:16:00	-1 days +23:56:00	False	Mon
2023-12-01 17:55:00	2023-12-01 17:51:00	-1 days +23:56:00	False	Fri
2023-09-03 19:26:00	2023-09-03 19:22:00	-1 days +23:56:00	False	Sun
2023-12-01 20:45:00	2023-12-01 20:54:00	0 days 00:09:00	False	Fri
2023-07-07 15:01:00	2023-07-07 14:59:00	-1 days +23:58:00	False	Fri
2023-01-21 16:09:00	2023-01-21 16:12:00	0 days 00:03:00	False	Sat
2023-06-05 15:50:00	2023-06-05 16:15:00	0 days 00:25:00	True	Mon
2023-06-03 15:03:00	2023-06-03 14:59:00	-1 days +23:56:00	False	Sat
2023-04-07 16:57:00	2023-04-07 16:57:00	0 days 00:00:00	False	Fri
2023-06-10 21:40:00	2023-06-10 22:22:00	0 days 00:42:00	True	Sat
2023-12-24 15:16:00	2023-12-24 15:11:00	-1 days +23:55:00	False	Sun
2023-10-27 16:26:00	2023-10-27 16:19:00	-1 days +23:53:00	False	Fri
2023-09-14 13:12:00	2023-09-14 13:07:00	-1 days +23:55:00	False	Thu
2023-01-20 20:45:00	2023-01-20 20:41:00	-1 days +23:56:00	False	Fri
2023-09-28 10:15:00	2023-09-28 11:48:00	0 days 01:33:00	True	Thu
2023-12-04 06:25:00	2023-12-04 06:55:00	0 days 00:30:00	True	Mon
2023-04-30 11:00:00	2023-04-30 10:58:00	-1 days +23:58:00	False	Sun
2023-07-05 17:15:00	2023-07-05 18:52:00	0 days 01:37:00	True	Wed
2023-07-22 16:21:00	2023-07-22 16:23:00	0 days 00:02:00	False	Sat
2023-11-25 17:57:00	2023-11-25 17:54:00	-1 days +23:57:00	False	Sat
2023-07-15 22:25:00	2023-07-15 22:27:00	0 days 00:02:00	False	Sat
2023-03-18 18:33:00	2023-03-18 18:47:00	0 days 00:14:00	False	Sat
2023-10-17 16:40:00	2023-10-17 16:38:00	-1 days +23:58:00	False	Tue
2023-09-22 06:05:00	2023-09-22 06:04:00	-1 days +23:59:00	False	Fri
2023-08-29 16:26:00	2023-08-29 16:26:00	0 days 00:00:00	False	Tue
2023-06-19 20:45:00	2023-06-19 21:42:00	0 days 00:57:00	True	Mon
2023-12-16 11:14:00	2023-12-16 11:18:00	0 days 00:04:00	False	Sat
2023-08-26 12:41:00	2023-08-26 12:37:00	-1 days +23:56:00	False	Sat
2023-02-05 15:12:00	2023-02-05 15:30:00	0 days 00:18:00	True	Sun
2023-06-20 14:35:00	2023-06-20 14:30:00	-1 days +23:55:00	False	Tue
2023-02-18 09:44:00	2023-02-18 09:49:00	0 days 00:05:00	False	Sat
2023-05-26 06:20:00	2023-05-26 06:22:00	0 days 00:02:00	False	Fri
